Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
7.KillerID_Login Report,Chrome 149.0.7827.114,"Round 7 - Login Report 자동화 24건 (7a 기록생성+UI 4 + 7b Filter&Export 13 + 7c 검색/페이지 7). manual 2건(C10146 비매칭IP, C10147 2SV실패) 제외. 7a 가 7b 필터 데이터 시딩 겸용 → 케이스 순서 유지. C10145 는 demo1 잘못된 PW 1회만 시도(lockout 방지). Export=이메일 발송 alert 검증. By 2SV 서브필터는 sandbox 미제공(WEAK PASS).",,15-06-2026 10:48:07,15-06-2026 10:57:50,9m - 43.055s,PASSED
,,,,,,,
Test Cases/KillerID_Login Report/C10142_로그인 리포트 탭 UI 검증,Chrome 149.0.7827.114,"[C10142] Verifying the Login Report tab UI
Role: Admin
Section: KillerID/Login Report (Round 7 Sprint 7a)

📋 사전 조건:
- admin 로그인 (AdminActions.loginAsAdmin 재사용)
- 상단 'Login Report' 탭 진입 (기존 객체 KillerID_admin_menu/a_Login Report 재사용)

🧪 단계 (inferred):
1. Login Report 탭 클릭
2. 기록 테이블 / 상태 필터 / 기간 필터 / 검색 필드 / Export 버튼 / 페이지네이션 UI 표시 검증

✅ 결과값:
- Login Report 화면의 핵심 UI 요소가 모두 렌더링됨

🔧 자동화 노트:
- 테이블 검증은 JS robust 패턴(테이블 헤더 텍스트 탐지)
- 캡처 대기 객체: 상태/기간 필터, 검색 input, Export 버튼, per-page selector",,15-06-2026 10:48:07,15-06-2026 10:48:27,19.296s,PASSED
"LR_TAB = ""KillerID_admin_menu/Page_demo.netkillersoft.com/a_Login Report""",Chrome 149.0.7827.114,,,15-06-2026 10:48:08,15-06-2026 10:48:08,0.004s,PASSED
snap = { java.lang.String label -> ... },Chrome 149.0.7827.114,,,15-06-2026 10:48:08,15-06-2026 10:48:08,0.008s,PASSED
try,Chrome 149.0.7827.114,,,15-06-2026 10:48:08,15-06-2026 10:48:26,17.772s,PASSED
Finally,Chrome 149.0.7827.114,,,15-06-2026 10:48:26,15-06-2026 10:48:26,0.142s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,15-06-2026 10:48:26,15-06-2026 10:48:26,0.015s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,15-06-2026 10:48:26,15-06-2026 10:48:27,1.008s,PASSED
,,,,,,,
Test Cases/KillerID_Login Report/C10143_유효한 자격증명으로 로그인 기록 검증,Chrome 149.0.7827.114,"[C10143] Login with valid credentials
Role: Admin
Section: KillerID/Login Report (Round 7 Sprint 7a)

📋 사전 조건:
- (선행) demo1 정상 로그인으로 Success 기록 생성

🧪 단계 (inferred):
1. demo1@demo.netkillersoft.com 정상 로그인 → 로그아웃/브라우저 종료
2. admin 로그인 → Login Report 탭
3. 최신 기록에 demo1 + Success 상태 검증

✅ 결과값:
- demo1 의 Success 로그인 기록이 리포트 최상단(최신)에 표시

🔧 자동화 노트:
- ⚠️ Rule#19 계정 분리: demo1 사용 (6c와 동일)
- 2-PHASE: PHASE A 기록 생성(새 브라우저) → PHASE B admin 검증
- 7b Success 필터 데이터 시딩 겸용",,15-06-2026 10:48:27,15-06-2026 10:49:01,33.966s,PASSED
"LR_TAB = ""KillerID_admin_menu/Page_demo.netkillersoft.com/a_Login Report""",Chrome 149.0.7827.114,,,15-06-2026 10:48:27,15-06-2026 10:48:27,0.003s,PASSED
"TARGET = ""demo3@demo.netkillersoft.com""",Chrome 149.0.7827.114,,,15-06-2026 10:48:27,15-06-2026 10:48:27,0.001s,PASSED
"KW = ""demo3""",Chrome 149.0.7827.114,,,15-06-2026 10:48:27,15-06-2026 10:48:27,0.002s,PASSED
"TARGET_PLAIN_PW = ""***REDACTED***""",Chrome 149.0.7827.114,,,15-06-2026 10:48:27,15-06-2026 10:48:27,0.002s,PASSED
snap = { java.lang.String label -> ... },Chrome 149.0.7827.114,,,15-06-2026 10:48:27,15-06-2026 10:48:27,0.002s,PASSED
openLoginReport = { -> ... },Chrome 149.0.7827.114,,,15-06-2026 10:48:27,15-06-2026 10:48:27,0.005s,PASSED
searchAndReadFirstRow = { java.lang.String keyword -> ... },Chrome 149.0.7827.114,,,15-06-2026 10:48:27,15-06-2026 10:48:27,0.002s,PASSED
try,Chrome 149.0.7827.114,,,15-06-2026 10:48:27,15-06-2026 10:49:00,32.865s,PASSED
Finally,Chrome 149.0.7827.114,,,15-06-2026 10:49:00,15-06-2026 10:49:00,0.109s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,15-06-2026 10:49:00,15-06-2026 10:49:00,0.005s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,15-06-2026 10:49:00,15-06-2026 10:49:01,0.643s,PASSED
,,,,,,,
