Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
5c.KillerID_Company_User_CrossSession,Chrome 149.0.7827.114,Sprint 4c - KillerID_User CrossSession scenarios. Phase 1+2 (10 cases). Execution order designed for state isolation: PW rotation (C10064/65/66) first → demo3 login cases (C10068/72) while demo3 is fresh → dual-session (C10063) → admin-only/fake-user (C10071/60/61) → C10062 LAST (force-logout 5min block 회피). C10062 must remain last because its 5-min force-logout window blocks subsequent demo3 logins.,,16-06-2026 07:53:01,16-06-2026 08:00:57,7m - 55.683s,PASSED
,,,,,,,
Test Cases/KillerID_User/C10064_도메인 사용자 비밀번호 재설정,Chrome 149.0.7827.114,"[C10064] Reset the domain user(s) password
Role: Admin
Section: KillerID/User/Bulk Actions

📋 사전 조건:
- Admin 계정 으로 로그인 됨

🧪 단계:
1. User 탭 이동
2. 1명 이상 의 user 체크
3. 'Reset Password' 버튼 클릭
4. New Password 입력
5. Confirm New Password 입력
6. Save 클릭

✅ 결과값:
- 'Password Updated Successfully' alert 표시
- 선택된 user 의 password 변경 됨",,16-06-2026 07:53:01,16-06-2026 07:53:42,40.460s,PASSED
"TARGET_EMAIL = ""demo3@demo.netkillersoft.com""",Chrome 149.0.7827.114,,,16-06-2026 07:53:02,16-06-2026 07:53:02,0.003s,PASSED
"OLD_PW = ""***REDACTED***""",Chrome 149.0.7827.114,,,16-06-2026 07:53:02,16-06-2026 07:53:02,0.002s,PASSED
"NEW_PW = ""***REDACTED***""",Chrome 149.0.7827.114,,,16-06-2026 07:53:02,16-06-2026 07:53:02,0.002s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 07:53:02,16-06-2026 07:53:40,38.398s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 07:53:40,16-06-2026 07:53:40,0.118s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 07:53:40,16-06-2026 07:53:40,0.006s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 07:53:40,16-06-2026 07:53:42,1.430s,PASSED
,,,,,,,
